Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
3158251,Maintain Payment,payment,,,,epic,,,"Nov 19, 2016",,,,To maintain a member's payment,https://www.pivotaltracker.com/epic/show/3158251,,,,,,,,,,,,,,,,,,,
3158249,Maintain Purchase,purchase,,,,epic,,,"Nov 19, 2016",,,,To maintain a member's purchase,https://www.pivotaltracker.com/epic/show/3158249,,,,,,,,,,,,,,,,,,,
3158247,Maintain Bus,bus,,,,epic,,,"Nov 19, 2016",,,,To maintain a bus for the system,https://www.pivotaltracker.com/epic/show/3158247,,,,,,,,,,,,,,,,,,,
3158245,Login,login,,,,epic,,,"Nov 19, 2016",,,,To log into the system,https://www.pivotaltracker.com/epic/show/3158245,,,,,,,,,,,,,,,,,,,
3158237,Maintain Member,member,,,,epic,,,"Nov 19, 2016",,,,To maintain a member for the system,https://www.pivotaltracker.com/epic/show/3158237,,,,,,,,,,,,,,,,,,,
3158233,Maintain Staff,staff,,,,epic,,,"Nov 19, 2016",,,,To maintain a staff for the system,https://www.pivotaltracker.com/epic/show/3158233,,,,,,,,,,,,,,,,,,,
134644985,View Payment Details,payment,,,,feature,,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To read the payment's information made by the members for the system,https://www.pivotaltracker.com/story/show/134644985,,Display the view payment details screen,not completed,Enter the payment id,not completed,Check database for the payment id and details of the payment,not completed,Display successfully found payment details message on screen,not completed,Display payment details on screen,not completed
134644967,Create Payment,payment,,,,feature,,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To create a payment made by members for the system,https://www.pivotaltracker.com/story/show/134644967,,Display the make payment screen,not completed,Select the purchase id from screen,not completed,Display the purchase details on screen,not completed,Select payment method on screen,not completed,Make payment,not completed,Store new payment details into database,not completed,Display a payment made successfully message on screen,not completed,Generate Receipt,not completed
134644909,Create A New Purchase,purchase,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To create a new purchase made by the members for the system,https://www.pivotaltracker.com/story/show/134644909,,Display the make purchase screen,not completed,Enter the purchase details,not completed,Validate the purchase details,not completed,Verify the purchase details in database,not completed,Store purchase details into database,not completed,Display a successfully stored message on screen,not completed
134644897,View A Purchase Details,purchase,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To read the purchase's information for the system,https://www.pivotaltracker.com/story/show/134644897,,Display the view purchase details screen,not completed,Enter the purchase id,not completed,Check database for purchase id and details of the purchase,not completed,Display successfully found purchase message on screen,not completed,Display purchase message on the screen,not completed
134644873,Delete A Purchase,purchase,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To remove a purchase mode by the members from the system,https://www.pivotaltracker.com/story/show/134644873,,Display delete a purchase screen,not completed,Enter the purchase id,not completed,Check database for purchase id and details of the purchase,not completed,Display successfully found purchase message in screen,not completed,Delete the purchase details,not completed,Display a confirmation on deleting purchase message on screen,not completed,Remove purchase details from database,not completed,Display a successfully delete message on screen,not completed
134644817,Create A New Bus,bus,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To create a new bus for the system,https://www.pivotaltracker.com/story/show/134644817,,Display the new bus register screen,not completed,Enter a new bus details,not completed,Validate the new bus details,not completed,Verify the new bus data in database,not completed,Store new bus details into database,not completed,Display a successfully stored message on screen,not completed
134644803,View A Bus Details,bus,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To read the bus' information for the system,https://www.pivotaltracker.com/story/show/134644803,,Display the view bus details screen,not completed,Enter the bus id,not completed,Check database for bus id and details of the bus,not completed,Display successfully found bus message on screen,not completed,Display bus details on the screen,not completed
134644785,Update A Bus Details,bus,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To update a bus' information for the system,https://www.pivotaltracker.com/story/show/134644785,,Display the update bus details screen,not completed,Enter the bus id,not completed,Check database for bus id and details of the bus,not completed,Display successfully found bus message on screen,not completed,Display bus details on screen,not completed,Update the bus details,not completed,Validate the bus details,not completed,Store and update bus details into database,not completed,Display a successfully update message on screen,not completed
134644763,Delete A Bus,bus,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To remove an existing bus that is old or crashed in an accident from the system,https://www.pivotaltracker.com/story/show/134644763,,Display delete a bus screen,not completed,Enter the bus id,not completed,Check database for bus id and details of the bus,not completed,Display successfully found bus message on screen,not completed,Delete the bus details,not completed,Display a confirmation on deleting bus message on screen,not completed,Remove bus details from database,not completed,Display a successfully delete message on screen,not completed
134644735,Password Recovery,login,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To recover lost password,https://www.pivotaltracker.com/story/show/134644735,,Display the login screen,not completed,Click password recovery button,not completed,Enter username,not completed,Display security question on screen,not completed,Enter security password,not completed,Verify security password in database,not completed,Display password sent to email message on screen,not completed
134644709,Staff Login,login,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,For staff log into the system,https://www.pivotaltracker.com/story/show/134644709,,Display the login screen,not completed,Enter the username and password,not completed,Verify the username and password in database,not completed,Display login successfully message,not completed,Display main menu screen,not completed
134644673,Create A New Member,member,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To create a new member for the system,https://www.pivotaltracker.com/story/show/134644673,,Display the new member register screen,not completed,Enter a new member details,not completed,Validate the new member details,not completed,Verify the new member data in database,not completed,Store new member details into database,not completed,Display a successfully stored message on screen,not completed
134644653,View A Member Details,member,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To read the member's information for the system,https://www.pivotaltracker.com/story/show/134644653,,Display the view member details screen,not completed,Enter the member id,not completed,Check database for member id and details of the member,not completed,Display successfully found member message on screen,not completed,Display member details on the screen,not completed
134644641,Update A Member Details,member,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To update a member's information for the system,https://www.pivotaltracker.com/story/show/134644641,,Display the update member details screen,not completed,Enter the member id,not completed,Check database for member id and details of the member,not completed,Display successfully found member message on screen,not completed,Display member details on screen,not completed,Update the member details,not completed,Validate the member details,not completed,Store and update member details into database,not completed,Display a successfully update message on screen,not completed
134644617,Delete A Member,member,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To remove an existing member that the membership expired from the system,https://www.pivotaltracker.com/story/show/134644617,,Display delete a member screen,not completed,Enter the member id,not completed,Check database for member id and details of the member,not completed,Display successfully found member message on screen,not completed,Delete the member details,not completed,Display a confirmation on deleting member message on screen,not completed,Remove member details from database,not completed,Display a successfully delete message on screen,not completed
134644579,Create A New Staff,staff,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To create a new staff for the system,https://www.pivotaltracker.com/story/show/134644579,,Display the new staff register screen,not completed,Enter a new staff details,not completed,Validate the new staff details,not completed,Verify the new staff data in database,not completed,Store new staff details into database,not completed,Display a successfully stored message on screen,not completed
134644565,View A Staff Details,staff,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To read the staff's information for the system,https://www.pivotaltracker.com/story/show/134644565,,Display the view staff details screen,not completed,Enter the staff id,not completed,Check database for staff id and details of the staff,not completed,Display successfully found staff message on screen,not completed,Display staff details on the screen,not completed
134644551,Update A Staff Details,staff,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To update a staff's information for the system,https://www.pivotaltracker.com/story/show/134644551,,Display the update staff details screen,not completed,Enter the staff id,not completed,Check database for staff id and details of the staff,not completed,Display successfully found staff message on screen,not completed,Display staff details on screen,not completed,Update the staff details,not completed,Validate the staff details,not completed,Store and update staff details into database,not completed,Display a successfully update message on screen,not completed
134644535,Delete A Staff,staff,,,,feature,3,unscheduled,"Nov 19, 2016",,,Benjamin Ng,To remove an existing staff that retired or fired from the system,https://www.pivotaltracker.com/story/show/134644535,,Display delete a staff screen,not completed,Enter the staff id,not completed,Check database for staff id and details of the staff,not completed,Display successfully found staff message on screen,not completed,Delete the staff details,not completed,Display a confirmation on deleting staff message on screen,not completed,Remove staff details from database,not completed,Display a successfully delete message on screen,not completed
